aNTGC0p00080p0p0p200250,0.0440698,0.00272342
aNTGC0p00080p0p0p250300,0.0196251,0.000972938
aNTGC0p00080p0p0p300350,0.0097949,0.000478093
aNTGC0p00080p0p0p350400,0.00530668,0.000369108
aNTGC0p00080p0p0p400450,0.00321159,0.000153086
aNTGC0p00080p0p0p450500,0.00218227,0.000148689
aNTGC0p00080p0p0p500550,0.00150565,6.97144E-05
aNTGC0p00080p0p0p550600,0.00112444,7.69519E-05
aNTGC0p00080p0p0p600650,0.000904684,3.8791E-05
aNTGC0p00080p0p0p650700,0.00075383,4.47449E-05
aNTGC0p00080p0p0p700750,0.000638241,3.60601E-05
aNTGC0p00080p0p0p750800,0.000575885,2.80924E-05
aNTGC0p00080p0p0p800850,0.000524455,2.85523E-05
aNTGC0p00080p0p0p850900,0.000477445,2.0896E-05
aNTGC0p00080p0p0p900950,0.000447029,2.49804E-05
aNTGC0p00080p0p0p9501000,0.000425911,2.65915E-05
aNTGC0p00050p00p00p03001200,0.0228754,0.000903084,100
aNTGC0p0010p00p00p03001200,0.0301271,0.0010265,100
aNTGC0p0020p00p00p03001200,0.0577119,0.00222175,100
aNTGC0p00p00p00p03001200,0.020538,0.00073146,100
