aNTGC0p00030p00000040p0p200500GENSIM,0.024442085472764087106,0.00069053560976681195496,30
aNTGC0p00030p00000040p0p5001200GENSIM,0.00090710500843311570648,3.4684631707883880421e-05,70
aNTGC0p00030p0p0p200500GENSIM,0.024724406709934865223,0.0009241446647454319924,30
aNTGC0p00030p0p0p5001200GENSIM,0.0010345754692421289117,3.7156371366093422879e-05,69
aNTGC0p00050p00000080p0p200500GENSIM,0.024732959853281520635,0.00097508265035959620047,30
aNTGC0p00050p00000080p0p5001200GENSIM,0.0010687992742583469867,4.1878860573890565181e-05,70
aNTGC0p00050p0p0p200500GENSIM,0.024761282446798319606,0.00078498763287961656303,30
aNTGC0p00050p0p0p5001200GENSIM,0.0014373465518405111573,5.0248556214926477109e-05,70
aNTGC0p00080p0000010p0p200500GENSIM,0.025101976350967059037,0.00072227834560382520642,30
aNTGC0p00080p0000010p0p5001200GENSIM,0.0015016361073928578308,5.8277723549019945092e-05,70
aNTGC0p00080p0p0p200500GENSIM,0.025071669205078347953,0.00078818448469283235256,30
aNTGC0p00080p0p0p5001200GENSIM,0.0023935773114098011886,8.6438730004869611086e-05,70
aNTGC0p00100p0000050p0p200500GENSIM,0.025619549715784610544,0.00083160936008511133176,30
aNTGC0p00100p0000050p0p5001200GENSIM,0.0077975917703703616704,0.00047092346118984558089,70
aNTGC0p00100p0p0p200500GENSIM,0.025663290675650048123,0.00076754042152728642421,30
aNTGC0p00100p0p0p5001200GENSIM,0.0032462653466993414593,0.00012348486856809069972,70
aNTGC0p0p00000040p0p200500GENSIM,0.024405470176314614239,0.00087077910647811074436,30
aNTGC0p0p00000040p0p5001200GENSIM,0.00090279444615809555184,3.0846446091826383541e-05,70
aNTGC0p0p00000080p0p200500GENSIM,0.024888041127713173006,0.00089850121765014054082,30
aNTGC0p0p00000080p0p5001200GENSIM,0.0011467511480991519728,5.0425179978386787047e-05,70
aNTGC0p0p0000010p0p200500GENSIM,0.024752575451926831646,0.00090798880942223277914,29
aNTGC0p0p0000010p0p5001200GENSIM,0.0013383014859601983712,4.9260522458790293951e-05,69
aNTGC0p0p0000050p0p200500GENSIM,0.026097006125001244448,0.00087781904117719691209,29
aNTGC0p0p0000050p0p5001200GENSIM,0.014236979771564265904,0.00070387269316859362236,70
aNTGC0p0p0p0p200500GENSIM,0.024590519818944594349,0.00088758065496418586931,30
aNTGC0p0p0p0p5001200GENSIM,0.00081105323235341770377,3.4162355815144860834e-05,70
